Airline Code,Flight Number,Flight Status,Aircraft Code,Aircraft Name,Duration Minutes,Departure Airport Code,Departure Airport,Departure City,Departure Terminal,Departure Time,Estimated Departure,Arrival Airport Code,Arrival Airport,Arrival City,Arrival Terminal,Arrival Time,Estimated Arrival,Booking Classes,Captured URL,Captured At
VN,579,arrived,321,AIRBUS A321,180.0,TPE,TAIWAN TAOYUAN INTL,TAIPEI,2,2026-05-10T07:37:00,2026-05-10T07:30:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T09:33:00,2026-05-10T09:30:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=579&departureDate=2026-05-10,
VN,580,arrived,321,AIRBUS A321,180.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T17:48:00,2026-05-10T17:50:00,KHH,KAOHSIUNG INTL,KAOHSIUNG,I,2026-05-10T21:40:00,2026-05-10T21:50:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=580&departureDate=2026-05-10,
VN,581,arrived,321,AIRBUS A321,180.0,KHH,KAOHSIUNG INTL,KAOHSIUNG,I,2026-05-10T07:17:00,2026-05-10T07:30:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T09:08:00,2026-05-10T09:30:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=581&departureDate=2026-05-10,
VN,582,cancelled,321,AIRBUS A321,180.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T07:45:00,,KHH,KAOHSIUNG INTL,KAOHSIUNG,I,2026-05-10T11:45:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=582&departureDate=2026-05-10,
VN,583,cancelled,321,AIRBUS A321,180.0,KHH,KAOHSIUNG INTL,KAOHSIUNG,I,2026-05-10T13:00:00,,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T15:00:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=583&departureDate=2026-05-10,
VN,586,arrived,321,AIRBUS A321,150.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T18:11:00,2026-05-10T18:15:00,KHH,KAOHSIUNG INTL,KAOHSIUNG,I,2026-05-10T21:29:00,2026-05-10T21:45:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=586&departureDate=2026-05-10,
VN,587,arrived,321,AIRBUS A321,160.0,KHH,KAOHSIUNG INTL,KAOHSIUNG,I,2026-05-10T08:16:00,2026-05-10T08:40:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T10:01:00,2026-05-10T10:20:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=587&departureDate=2026-05-10,
VN,592,arrived,321,AIRBUS A321,125.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T10:20:00,2026-05-10T10:25:00,HKG,INTERNATIONAL,HONG KONG,1,2026-05-10T13:24:00,2026-05-10T13:30:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=592&departureDate=2026-05-10,
VN,593,arrived,321,AIRBUS A321,125.0,HKG,INTERNATIONAL,HONG KONG,1,2026-05-10T14:31:00,2026-05-10T14:30:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T15:36:00,2026-05-10T15:35:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=593&departureDate=2026-05-10,
VN,594,cancelled,321,AIRBUS A321,170.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T13:35:00,,HKG,INTERNATIONAL,HONG KONG,1,2026-05-10T17:25:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=594&departureDate=2026-05-10,
VN,595,cancelled,321,AIRBUS A321,160.0,HKG,INTERNATIONAL,HONG KONG,1,2026-05-10T18:45:00,,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T20:25:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=595&departureDate=2026-05-10,
VN,600,arrived,321,AIRBUS A321,105.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T11:12:00,2026-05-10T11:20:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T12:45:00,2026-05-10T13:05:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=600&departureDate=2026-05-10,
VN,601,arrived,321,AIRBUS A321,100.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T08:36:00,2026-05-10T08:40:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T10:09:00,2026-05-10T10:20:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=601&departureDate=2026-05-10,
VN,604,arrived,321,AIRBUS A321,105.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T14:59:00,2026-05-10T14:25:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T16:46:00,2026-05-10T16:10:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=604&departureDate=2026-05-10,
VN,605,arrived,321,AIRBUS A321,100.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T11:44:00,2026-05-10T11:30:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T13:28:00,2026-05-10T13:10:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=605&departureDate=2026-05-10,
VN,606,arrived,321,AIRBUS A321,105.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T19:26:00,2026-05-10T19:30:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T21:09:00,2026-05-10T21:15:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=606&departureDate=2026-05-10,
VN,607,arrived,321,AIRBUS A321,100.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T16:49:00,2026-05-10T16:50:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T18:22:00,2026-05-10T18:30:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=607&departureDate=2026-05-10,
VN,608,cancelled,321,AIRBUS A321,105.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T21:05:00,,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T22:50:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=608&departureDate=2026-05-10,
VN,609,cancelled,321,AIRBUS A321,100.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T18:25:00,,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T20:05:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=609&departureDate=2026-05-10,
VN,610,arrived,321,AIRBUS A321,120.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T11:56:00,2026-05-10T11:55:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T13:47:00,2026-05-10T13:55:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=610&departureDate=2026-05-10,
VN,611,arrived,321,AIRBUS A321,120.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T08:51:00,2026-05-10T08:50:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T10:54:00,2026-05-10T10:50:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=611&departureDate=2026-05-10,
VN,614,arrived,321,AIRBUS A321,120.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T15:45:00,2026-05-10T15:55:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T17:41:00,2026-05-10T17:55:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=614&departureDate=2026-05-10,
VN,615,arrived,321,AIRBUS A321,120.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T12:39:00,2026-05-10T12:45:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T14:39:00,2026-05-10T14:45:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=615&departureDate=2026-05-10,
VN,616,cancelled,321,AIRBUS A321,120.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T22:15:00,,HAN,NOI BAI INTL,HANOI,2,2026-05-11T00:15:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=616&departureDate=2026-05-10,
VN,617,cancelled,321,AIRBUS A321,120.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T19:05:00,,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T21:05:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=617&departureDate=2026-05-10,
VN,618,arrived,321,AIRBUS A321,120.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T19:10:00,2026-05-10T19:05:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T21:01:00,2026-05-10T21:05:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=618&departureDate=2026-05-10,
VN,619,arrived,321,AIRBUS A321,120.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T16:20:00,2026-05-10T16:05:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T18:20:00,2026-05-10T18:05:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=619&departureDate=2026-05-10,
VN,621,cancelled,321,AIRBUS A321,110.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T16:00:00,,HKT,PHUKET INTL,PHUKET,I,2026-05-10T17:50:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=621&departureDate=2026-05-10,
VN,626,arrived,321,AIRBUS A321,100.0,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T17:54:00,2026-05-10T18:05:00,DAD,INTERNATIONAL,DA NANG,2,2026-05-10T19:45:00,2026-05-10T19:45:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=626&departureDate=2026-05-10,
VN,627,arrived,321,AIRBUS A321,110.0,DAD,INTERNATIONAL,DA NANG,2,2026-05-10T15:04:00,2026-05-10T15:15:00,BKK,SUVARNABHUMI INTL,BANGKOK,,2026-05-10T16:54:00,2026-05-10T17:05:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=627&departureDate=2026-05-10,
VN,630,arrived,321,AIRBUS A321,195.0,CGK,SOEKARNO HATTA INTL,JAKARTA,3,2026-05-10T14:05:00,2026-05-10T13:50:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T17:08:00,2026-05-10T17:05:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=630&departureDate=2026-05-10,
VN,631,arrived,321,AIRBUS A321,190.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T09:52:00,2026-05-10T09:50:00,CGK,SOEKARNO HATTA INTL,JAKARTA,3,2026-05-10T13:04:00,2026-05-10T13:00:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=631&departureDate=2026-05-10,
VN,634,arrived,321,AIRBUS A321,290.0,CGK,SOEKARNO HATTA INTL,JAKARTA,3,2026-05-10T01:15:00,2026-05-10T01:30:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T05:33:00,2026-05-10T06:20:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=634&departureDate=2026-05-10,
VN,641,arrived,321,AIRBUS A321,230.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T10:07:00,2026-05-10T10:10:00,DPS,NGURAH RAI,DENPASAR-BALI,I,2026-05-10T14:58:00,2026-05-10T15:00:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=641&departureDate=2026-05-10,
VN,642,cancelled,321,AIRBUS A321,230.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T23:10:00,,CEB,MACTAN INTERNATIONAL,CEBU,2,2026-05-11T04:00:00,,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=642&departureDate=2026-05-10,
VN,643,arrived,321,AIRBUS A321,230.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T23:06:00,2026-05-10T23:10:00,CEB,MACTAN INTERNATIONAL,CEBU,2,2026-05-11T03:43:00,2026-05-11T04:00:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=643&departureDate=2026-05-10,
VN,646,arrived,321,AIRBUS A321,195.0,MNL,NINOY AQUINO INTL,MANILA,3,2026-05-10T05:07:00,2026-05-10T05:20:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T07:23:00,2026-05-10T07:35:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=646&departureDate=2026-05-10,
VN,647,arrived,321,AIRBUS A321,190.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T00:09:00,2026-05-10T00:10:00,MNL,NINOY AQUINO INTL,MANILA,3,2026-05-10T04:13:00,2026-05-10T04:20:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=647&departureDate=2026-05-10,
VN,648,arrived,321,AIRBUS A321,160.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T23:34:00,2026-05-10T23:25:00,MNL,NINOY AQUINO INTL,MANILA,3,2026-05-11T03:03:00,2026-05-11T03:05:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=648&departureDate=2026-05-10,
VN,649,arrived,321,AIRBUS A321,165.0,MNL,NINOY AQUINO INTL,MANILA,3,2026-05-10T03:43:00,2026-05-10T04:05:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T05:28:00,2026-05-10T05:50:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=649&departureDate=2026-05-10,
VN,650,arrived,321,AIRBUS A321,135.0,SIN,CHANGI,SINGAPORE,3,2026-05-10T13:05:00,2026-05-10T13:10:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T14:11:00,2026-05-10T14:25:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=650&departureDate=2026-05-10,
VN,651,arrived,321,AIRBUS A321,120.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T09:23:00,2026-05-10T09:10:00,SIN,CHANGI,SINGAPORE,3,2026-05-10T12:22:00,2026-05-10T12:10:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=651&departureDate=2026-05-10,
VN,654,cancelled,321,AIRBUS A321,135.0,SIN,CHANGI,SINGAPORE,3,2026-05-10T18:25:00,2026-05-10T18:25:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T19:40:00,2026-05-10T19:40:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=654&departureDate=2026-05-10,
VN,655,cancelled,321,AIRBUS A321,120.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T14:25:00,2026-05-10T14:25:00,SIN,CHANGI,SINGAPORE,3,2026-05-10T17:25:00,2026-05-10T17:25:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=655&departureDate=2026-05-10,
VN,656,arrived,321,AIRBUS A321,135.0,SIN,CHANGI,SINGAPORE,3,2026-05-10T21:02:00,2026-05-10T21:00:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T22:07:00,2026-05-10T22:15:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=656&departureDate=2026-05-10,
VN,657,arrived,321,AIRBUS A321,120.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T17:04:00,2026-05-10T17:00:00,SIN,CHANGI,SINGAPORE,3,2026-05-10T20:08:00,2026-05-10T20:00:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=657&departureDate=2026-05-10,
VN,660,arrived,321,AIRBUS A321,210.0,SIN,CHANGI,SINGAPORE,3,2026-05-10T13:09:00,2026-05-10T13:05:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T15:49:00,2026-05-10T15:35:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=660&departureDate=2026-05-10,
VN,661,arrived,321,AIRBUS A321,205.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T07:29:00,2026-05-10T07:30:00,SIN,CHANGI,SINGAPORE,3,2026-05-10T11:47:00,2026-05-10T11:55:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=661&departureDate=2026-05-10,
VN,678,arrived,321,AIRBUS A321,130.0,KUL,KUALA LUMPUR INTL,KUALA LUMPUR,1,2026-05-10T19:36:00,2026-05-10T19:25:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T20:36:00,2026-05-10T20:35:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=678&departureDate=2026-05-10,
VN,679,arrived,321,AIRBUS A321,120.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T15:29:00,2026-05-10T15:25:00,KUL,KUALA LUMPUR INTL,KUALA LUMPUR,1,2026-05-10T18:45:00,2026-05-10T18:25:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=679&departureDate=2026-05-10,
VN,680,arrived,321,AIRBUS A321,200.0,KUL,KUALA LUMPUR INTL,KUALA LUMPUR,1,2026-05-10T19:55:00,2026-05-10T20:00:00,HAN,NOI BAI INTL,HANOI,2,2026-05-10T22:15:00,2026-05-10T22:20:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=680&departureDate=2026-05-10,
VN,681,arrived,321,AIRBUS A321,195.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T14:40:00,2026-05-10T14:45:00,KUL,KUALA LUMPUR INTL,KUALA LUMPUR,1,2026-05-10T18:59:00,2026-05-10T19:00:00,"J, C, D, I, O, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=681&departureDate=2026-05-10,
VN,772,arrived,359,AIRBUS A350-900,540.0,SYD,KINGSFORD SMITH,SYDNEY,1,2026-05-10T10:09:00,2026-05-10T10:15:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T16:11:00,2026-05-10T16:15:00,"J, C, D, I, O, W, Z, U, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=772&departureDate=2026-05-10,
VN,773,arrived,359,AIRBUS A350-900,510.0,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T20:52:00,2026-05-10T20:45:00,SYD,KINGSFORD SMITH,SYDNEY,1,2026-05-11T08:23:00,2026-05-11T08:15:00,"J, C, D, I, O, W, Z, U, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=773&departureDate=2026-05-10,
VN,778,cancelled,359,AIRBUS A350-900,580.0,MEL,MELBOURNE AIRPORT,MELBOURNE,2,2026-05-10T00:25:00,,HAN,NOI BAI INTL,HANOI,2,2026-05-10T07:05:00,,"J, C, D, I, O, W, Z, U, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=778&departureDate=2026-05-10,
VN,779,arrived,359,AIRBUS A350-900,570.0,HAN,NOI BAI INTL,HANOI,2,2026-05-10T09:47:00,2026-05-10T09:45:00,MEL,MELBOURNE AIRPORT,MELBOURNE,2,2026-05-10T22:12:00,2026-05-10T22:15:00,"J, C, D, I, O, W, Z, U, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=779&departureDate=2026-05-10,
VN,780,arrived,359,AIRBUS A350-900,520.0,MEL,MELBOURNE AIRPORT,MELBOURNE,2,2026-05-10T10:20:00,2026-05-10T10:35:00,SGN,TAN SON NHAT INTL,HO CHI MINH CITY,2,2026-05-10T15:45:00,2026-05-10T16:15:00,"J, C, D, I, O, W, Z, U, Y, B, M, S, H, K, L, Q, N, R, T, A, E, P, G, X, V",https://integration-middleware-website.vietnamairlines.com/api/v1/public/flight/info?marketingAirlineCode=VN&marketingFlightNumber=780&departureDate=2026-05-10,
